Date,Value
05/10/2009,1.462843768
02/10/2009,1.460493647
01/10/2009,1.455815985
30/09/2009,1.461774594
29/09/2009,1.454545455
28/09/2009,1.463057791
25/09/2009,1.469075951
24/09/2009,1.47080453
23/09/2009,1.477978126
22/09/2009,1.479289941
21/09/2009,1.465630954
18/09/2009,1.472103636
17/09/2009,1.474491301
16/09/2009,1.468644441
15/09/2009,1.459854015
14/09/2009,1.463057791
11/09/2009,1.461347362
10/09/2009,1.456452083
09/09/2009,1.458151064
08/09/2009,1.45137881
07/09/2009,1.433486239
04/09/2009,1.423487544
03/09/2009,1.425923285
02/09/2009,1.423892923
01/09/2009,1.430410528
28/08/2009,1.437401179
27/08/2009,1.422677479
26/08/2009,1.423284942
25/08/2009,1.432870039
24/08/2009,1.432049262
21/08/2009,1.43000143
20/08/2009,1.423690205
19/08/2009,1.421666193
18/08/2009,1.410636197
17/08/2009,1.407261469
14/08/2009,1.423690205
13/08/2009,1.429388222
12/08/2009,1.421262081
11/08/2009,1.414227125
10/08/2009,1.416229996
07/08/2009,1.420858198
06/08/2009,1.436575205
05/08/2009,1.438641922
04/08/2009,1.439677512
03/08/2009,1.441753172
31/07/2009,1.417635384
30/07/2009,1.406271973
29/07/2009,1.406271973
28/07/2009,1.417836382
27/07/2009,1.422272792
24/07/2009,1.420051122
23/07/2009,1.424704374
22/07/2009,1.420858198
21/07/2009,1.422879909
20/07/2009,1.421262081
17/07/2009,1.411034288
16/07/2009,1.411233418
15/07/2009,1.408450704
14/07/2009,1.39431121
13/07/2009,1.394894685
10/07/2009,1.394116827
09/07/2009,1.398014819
08/07/2009,1.389660923
07/07/2009,1.399972001
06/07/2009,1.392175971
03/07/2009,1.40016802
02/07/2009,1.401738155
01/07/2009,1.412828483
30/06/2009,1.402721279
29/06/2009,1.405876564
26/06/2009,1.406865504
25/06/2009,1.390433815
24/06/2009,1.403114915
23/06/2009,1.400952648
22/06/2009,1.387925052
19/06/2009,1.39256371
18/06/2009,1.396258028
17/06/2009,1.386577926
16/06/2009,1.388888889
15/06/2009,1.383508578
12/06/2009,1.399776036
11/06/2009,1.407261469
10/06/2009,1.400756408
09/06/2009,1.400364095
08/06/2009,1.386001386
05/06/2009,1.400560224
04/06/2009,1.418640942
03/06/2009,1.418640942
02/06/2009,1.43000143
01/06/2009,1.415828968
29/05/2009,1.415428167
28/05/2009,1.394116827
27/05/2009,1.392951665
26/05/2009,1.398601399
22/05/2009,1.398992725
21/05/2009,1.376841526
20/05/2009,1.378359752
19/05/2009,1.361285053
18/05/2009,1.349163519
15/05/2009,1.359619307
14/05/2009,1.358695652
13/05/2009,1.360359135
12/05/2009,1.364628821
11/05/2009,1.362212233
08/05/2009,1.348435814
07/05/2009,1.341201717
06/05/2009,1.329964091
05/05/2009,1.334757074
01/05/2009,1.325029813
30/04/2009,1.325029813
29/04/2009,1.326787847
28/04/2009,1.307873398
27/04/2009,1.312852829
24/04/2009,1.325029813
23/04/2009,1.30480167
22/04/2009,1.301574906
21/04/2009,1.295336788
20/04/2009,1.292156609
17/04/2009,1.304461258
16/04/2009,1.319087192
15/04/2009,1.317870322
14/04/2009,1.325556734
09/04/2009,1.320655045
08/04/2009,1.322926313
07/04/2009,1.327140013
06/04/2009,1.340662287
03/04/2009,1.342462075
02/04/2009,1.344447432
01/04/2009,1.322926313
31/03/2009,1.327668614
30/03/2009,1.316482359
27/03/2009,1.330494944
26/03/2009,1.355932203
25/03/2009,1.353729525
24/03/2009,1.352447931
23/03/2009,1.356852103
20/03/2009,1.356668023
19/03/2009,1.373060552
18/03/2009,1.310959622
17/03/2009,1.297185108
16/03/2009,1.299714063
13/03/2009,1.28915818
12/03/2009,1.279754287
11/03/2009,1.277465508
10/03/2009,1.275184902
09/03/2009,1.263423879
06/03/2009,1.266143327
05/03/2009,1.254862593
04/03/2009,1.255965838
03/03/2009,1.256439251
02/03/2009,1.258970162
27/02/2009,1.27000254
26/02/2009,1.275022313
25/02/2009,1.269518852
24/02/2009,1.275347532
23/02/2009,1.273236567
20/02/2009,1.26135217
19/02/2009,1.269035533
18/02/2009,1.252975818
17/02/2009,1.257545272
16/02/2009,1.279918085
13/02/2009,1.291155584
12/02/2009,1.277465508
11/02/2009,1.290156109
10/02/2009,1.303611002
09/02/2009,1.306847883
06/02/2009,1.285181853
05/02/2009,1.283861856
04/02/2009,1.288327751
03/02/2009,1.296848658
02/02/2009,1.280573697
30/01/2009,1.281558375
29/01/2009,1.308044474
28/01/2009,1.32222663
27/01/2009,1.317175975
26/01/2009,1.313370108
23/01/2009,1.278935925
22/01/2009,1.296008294
21/01/2009,1.287166946
20/01/2009,1.291155584
19/01/2009,1.314924392
16/01/2009,1.325029813
15/01/2009,1.306335728
14/01/2009,1.316482359
13/01/2009,1.317523057
12/01/2009,1.335470085
09/01/2009,1.35098622
08/01/2009,1.371930306
07/01/2009,1.364815068
06/01/2009,1.337613697
05/01/2009,1.363512408
02/01/2009,1.393534002
31/12/2008,1.390047262
30/12/2008,1.414427157
29/12/2008,1.423284942
24/12/2008,1.398797035
23/12/2008,1.393728223
22/12/2008,1.392369813
19/12/2008,1.393339836
18/12/2008,1.447806573
17/12/2008,1.432459533
16/12/2008,1.376083666
15/12/2008,1.367240908
12/12/2008,1.337255951
11/12/2008,1.323276432
10/12/2008,1.299038711
09/12/2008,1.289656951
08/12/2008,1.292824822
05/12/2008,1.267748479
04/12/2008,1.273560876
03/12/2008,1.269357705
02/12/2008,1.271779219
01/12/2008,1.259763165
28/11/2008,1.268713524
27/11/2008,1.287332647
26/11/2008,1.28915818
25/11/2008,1.299038711
24/11/2008,1.282873637
21/11/2008,1.250625313
20/11/2008,1.252348153
19/11/2008,1.265502404
18/11/2008,1.26486213
17/11/2008,1.264222503
14/11/2008,1.268069997
13/11/2008,1.256913022
12/11/2008,1.252034556
11/11/2008,1.254547736
10/11/2008,1.282051282
07/11/2008,1.27844541
06/11/2008,1.278281989
05/11/2008,1.305823975
04/11/2008,1.297016861
03/11/2008,1.275510204
31/10/2008,1.267748479
30/10/2008,1.285016705
29/10/2008,1.2848516
28/10/2008,1.247660636
27/10/2008,1.244555072
24/10/2008,1.273723093
23/10/2008,1.288327751
22/10/2008,1.290655653
21/10/2008,1.318739285
20/10/2008,1.330317946
17/10/2008,1.345170837
16/10/2008,1.340482574
15/10/2008,1.358142062
14/10/2008,1.363140676
13/10/2008,1.358695652
10/10/2008,1.353546291
09/10/2008,1.364815068
08/10/2008,1.36425648
07/10/2008,1.364070386
06/10/2008,1.349709812
03/10/2008,1.38102472
02/10/2008,1.38026225
01/10/2008,1.40016802
30/09/2008,1.405086413
29/09/2008,1.443418014
26/09/2008,1.460706982
25/09/2008,1.466920933
24/09/2008,1.466490688
23/09/2008,1.47275405
22/09/2008,1.463700234
19/09/2008,1.440507058
18/09/2008,1.437607821
17/09/2008,1.419244962
16/09/2008,1.411831145
15/09/2008,1.419043565
12/09/2008,1.417635384
11/09/2008,1.392369813
10/09/2008,1.405678943
09/09/2008,1.413427562
08/09/2008,1.420656343
05/09/2008,1.426533524
04/09/2008,1.438021283
03/09/2008,1.445922499
02/09/2008,1.452011035
01/09/2008,1.459214942
29/08/2008,1.472103636
28/08/2008,1.472103636
27/08/2008,1.47080453
26/08/2008,1.464986815
22/08/2008,1.481481481
21/08/2008,1.488095238
20/08/2008,1.47275405
19/08/2008,1.470372004
18/08/2008,1.470372004
15/08/2008,1.468644441
14/08/2008,1.489646954
13/08/2008,1.486767767
12/08/2008,1.490979574
11/08/2008,1.499925004
08/08/2008,1.503081317
07/08/2008,1.537515375
06/08/2008,1.542020046
05/08/2008,1.54870683
04/08/2008,1.561036528
01/08/2008,1.556420233
31/07/2008,1.56030582
30/07/2008,1.555935895
29/07/2008,1.559575795
28/07/2008,1.573811772
25/07/2008,1.567152484
24/07/2008,1.567152484
23/07/2008,1.569612306
22/07/2008,1.583531275
21/07/2008,1.586294416
18/07/2008,1.585288523
17/07/2008,1.588310038
16/07/2008,1.58202816
15/07/2008,1.597188947
14/07/2008,1.589572405
11/07/2008,1.59083678
10/07/2008,1.579279848
09/07/2008,1.573316551
08/07/2008,1.567889621
07/07/2008,1.56641604
04/07/2008,1.569119724
03/07/2008,1.571338781
02/07/2008,1.586546089
01/07/2008,1.575299307
30/06/2008,1.575547503
27/06/2008,1.575051189
26/06/2008,1.57480315
25/06/2008,1.556420233
24/06/2008,1.559332606
23/06/2008,1.548467018
20/06/2008,1.563232765
19/06/2008,1.548946716
18/06/2008,1.55159038
17/06/2008,1.550387597
16/06/2008,1.546072975
13/06/2008,1.534448366
12/06/2008,1.5417823
11/06/2008,1.553760099
10/06/2008,1.547987616
09/06/2008,1.572821642
06/06/2008,1.573564123
05/06/2008,1.55351872
04/06/2008,1.544878727
03/06/2008,1.546072975
02/06/2008,1.552795031
30/05/2008,1.554001554
29/05/2008,1.553277415
28/05/2008,1.562744179
27/05/2008,1.572079862
23/05/2008,1.576789656
22/05/2008,1.57158573
21/05/2008,1.576789656
20/05/2008,1.563721658
19/05/2008,1.551349674
16/05/2008,1.555209953
15/05/2008,1.547748027
14/05/2008,1.545595054
13/05/2008,1.54870683
12/05/2008,1.550147264
09/05/2008,1.543209877
08/05/2008,1.542020046
07/05/2008,1.539645881
06/05/2008,1.555451859
02/05/2008,1.54059467
01/05/2008,1.545117429
30/04/2008,1.557147306
29/04/2008,1.560792883
28/04/2008,1.564210856
25/04/2008,1.565925462
24/04/2008,1.570105197
23/04/2008,1.587805653
22/04/2008,1.597444089
21/04/2008,1.591849729
18/04/2008,1.573316551
17/04/2008,1.590330789
16/04/2008,1.594896332
15/04/2008,1.580278129
14/04/2008,1.584032948
11/04/2008,1.58202816
10/04/2008,1.579030475
09/04/2008,1.57778479
08/04/2008,1.570845115
07/04/2008,1.571091909
04/04/2008,1.574307305
03/04/2008,1.563477173
02/04/2008,1.561036528
01/04/2008,1.559575795
31/03/2008,1.584534939
28/03/2008,1.575795777
27/03/2008,1.579778831
26/03/2008,1.576044129
25/03/2008,1.559575795
20/03/2008,1.5417823
19/03/2008,1.564210856
18/03/2008,1.578282828
17/03/2008,1.57629256
14/03/2008,1.56030582
13/03/2008,1.558360605
12/03/2008,1.549426712
11/03/2008,1.532801962
10/03/2008,1.53704273
07/03/2008,1.535626536
06/03/2008,1.535862387
05/03/2008,1.526950679
04/03/2008,1.523461304
03/03/2008,1.51998784
29/02/2008,1.517911354
28/02/2008,1.517911354
27/02/2008,1.509661836
26/02/2008,1.488095238
25/02/2008,1.483019428
22/02/2008,1.481481481
21/02/2008,1.479071143
20/02/2008,1.464772228
19/02/2008,1.474491301
18/02/2008,1.465201465
15/02/2008,1.469075951
14/02/2008,1.462202076
13/02/2008,1.456452083
12/02/2008,1.459214942
11/02/2008,1.449695564
08/02/2008,1.449695564
07/02/2008,1.450326323
06/02/2008,1.465845793
05/02/2008,1.464343242
04/02/2008,1.481700993
01/02/2008,1.482359917
31/01/2008,1.480604086
30/01/2008,1.478633742
29/01/2008,1.476668636
28/01/2008,1.479508803
25/01/2008,1.469723692
24/01/2008,1.471020888
23/01/2008,1.455604076
22/01/2008,1.461560947
21/01/2008,1.447806573
18/01/2008,1.462629808
17/01/2008,1.468860165
16/01/2008,1.468428781
15/01/2008,1.485442662
14/01/2008,1.488316714
11/01/2008,1.479289941
10/01/2008,1.473622163
09/01/2008,1.466920933
08/01/2008,1.471453796
07/01/2008,1.471886959
04/01/2008,1.477541371
03/01/2008,1.472320377
02/01/2008,1.472537182
31/12/2007,1.461988304
28/12/2007,1.470372004
27/12/2007,1.456876457
24/12/2007,1.439884809
21/12/2007,1.437194596
20/12/2007,1.434308663
19/12/2007,1.438848921
18/12/2007,1.440299582
17/12/2007,1.437607821
14/12/2007,1.443626389
13/12/2007,1.460493647
12/12/2007,1.467997651
11/12/2007,1.469291801
10/12/2007,1.471453796
07/12/2007,1.465201465
06/12/2007,1.462202076
05/12/2007,1.465630954
04/12/2007,1.475361464
03/12/2007,1.466060695
30/11/2007,1.467997651
29/11/2007,1.477104874
28/11/2007,1.47579693
27/11/2007,1.486104919
26/11/2007,1.483899688
23/11/2007,1.479946722
22/11/2007,1.484780995
21/11/2007,1.482579689
20/11/2007,1.4781966
19/11/2007,1.465416178
16/11/2007,1.463271876
15/11/2007,1.462629808
14/11/2007,1.469291801
13/11/2007,1.460280374
12/11/2007,1.453699666
09/11/2007,1.467782181
08/11/2007,1.468860165
07/11/2007,1.466705779
06/11/2007,1.455180442
05/11/2007,1.446968601
02/11/2007,1.448225923
01/11/2007,1.443626389
31/10/2007,1.446968601
30/10/2007,1.442377037
29/10/2007,1.440507058
26/10/2007,1.438848921
25/10/2007,1.430615165
24/10/2007,1.422677479
23/10/2007,1.424501425
22/10/2007,1.414627246
19/10/2007,1.424704374
18/10/2007,1.428163382
17/10/2007,1.419647927
16/10/2007,1.415628539
15/10/2007,1.422475107
12/10/2007,1.417032733
11/10/2007,1.423892923
10/10/2007,1.416430595
09/10/2007,1.408847563
08/10/2007,1.406469761
05/10/2007,1.414227125
04/10/2007,1.413427562
03/10/2007,1.414627246
02/10/2007,1.415227852
01/10/2007,1.424298533
28/09/2007,1.422475107
27/09/2007,1.415227852
26/09/2007,1.412229911
25/09/2007,1.412429379
24/09/2007,1.40944327
21/09/2007,1.40944327
20/09/2007,1.408649106
19/09/2007,1.39586823
18/09/2007,1.386962552
17/09/2007,1.386770212
14/09/2007,1.386962552
13/09/2007,1.388117712
12/09/2007,1.388696014
11/09/2007,1.383508578
10/09/2007,1.379310345
07/09/2007,1.376462491
06/09/2007,1.369112815
05/09/2007,1.365187713
04/09/2007,1.358695652
03/09/2007,1.360914535
31/08/2007,1.363326517
30/08/2007,1.363884343
29/08/2007,1.365001365
28/08/2007,1.364442625
24/08/2007,1.363884343
23/08/2007,1.357588922
22/08/2007,1.35171668
21/08/2007,1.349163519
20/08/2007,1.348072257
17/08/2007,1.351168761
16/08/2007,1.340123291
15/08/2007,1.346982759
14/08/2007,1.357036233
13/08/2007,1.361470388
10/08/2007,1.367801942
09/08/2007,1.370426203
08/08/2007,1.381978994
07/08/2007,1.376462491
06/08/2007,1.379690949
03/08/2007,1.376651982
02/08/2007,1.367427868
01/08/2007,1.36761488
31/07/2007,1.369112815
30/07/2007,1.368176221
27/07/2007,1.365560563
26/07/2007,1.371930306
25/07/2007,1.370426203
24/07/2007,1.382552191
23/07/2007,1.381788034
20/07/2007,1.383508578
19/07/2007,1.382361073
18/07/2007,1.380834024
17/07/2007,1.378549766
16/07/2007,1.377220768
13/07/2007,1.377410468
12/07/2007,1.377031121
11/07/2007,1.37760022
10/07/2007,1.371930306
09/07/2007,1.362769147
06/07/2007,1.363140676
05/07/2007,1.35998912
04/07/2007,1.362583458
03/07/2007,1.361285053
02/07/2007,1.362954886
29/06/2007,1.350438893
28/06/2007,1.34643867
27/06/2007,1.343183345
26/06/2007,1.346257404
25/06/2007,1.345351809
22/06/2007,1.342822613
21/06/2007,1.339943722
20/06/2007,1.341921632
19/06/2007,1.340842049
18/06/2007,1.339584729
15/06/2007,1.336541032
14/06/2007,1.331380642
13/06/2007,1.330494944
12/06/2007,1.331557923
11/06/2007,1.33457894
08/06/2007,1.335826877
07/06/2007,1.346076188
06/06/2007,1.349345567
05/06/2007,1.352265044
04/06/2007,1.348435814
01/06/2007,1.341921632
31/05/2007,1.345532831
30/05/2007,1.343002955
29/05/2007,1.348254011
25/05/2007,1.345532831
24/05/2007,1.34354427
23/05/2007,1.348981519
22/05/2007,1.346257404
21/05/2007,1.34589502
18/05/2007,1.349527665
17/05/2007,1.349163519
16/05/2007,1.357588922
15/05/2007,1.359619307
14/05/2007,1.353912808
11/05/2007,1.352265044
10/05/2007,1.351168761
09/05/2007,1.355197181
08/05/2007,1.352813853
04/05/2007,1.358695652
03/05/2007,1.356483993
02/05/2007,1.359619307
01/05/2007,1.359619307
30/04/2007,1.364628821
27/04/2007,1.365747064
26/04/2007,1.360544218
25/04/2007,1.365933616
24/04/2007,1.362212233
23/04/2007,1.356668023
20/04/2007,1.359249694
19/04/2007,1.360729351
18/04/2007,1.358326542
17/04/2007,1.356852103
16/04/2007,1.354829969
13/04/2007,1.351351351
12/04/2007,1.349527665
11/04/2007,1.343905389
10/04/2007,1.344086022
05/04/2007,1.34354427
04/04/2007,1.3374348
03/04/2007,1.337255951
02/04/2007,1.3374348
30/03/2007,1.331203408
29/03/2007,1.333333333
28/03/2007,1.33671969
27/03/2007,1.334757074
26/03/2007,1.333333333
23/03/2007,1.330140995
22/03/2007,1.335826877
21/03/2007,1.330494944
20/03/2007,1.329080276
19/03/2007,1.329964091
16/03/2007,1.331026221
15/03/2007,1.324854266
14/03/2007,1.322576379
13/03/2007,1.319957761
12/03/2007,1.318565401
09/03/2007,1.31147541
08/03/2007,1.312680494
07/03/2007,1.314578678
06/03/2007,1.31061599
05/03/2007,1.309929264
02/03/2007,1.317002502
01/03/2007,1.316309069
28/02/2007,1.321178491
27/02/2007,1.324503311
26/02/2007,1.317175975
23/02/2007,1.316655695
22/02/2007,1.310787783
21/02/2007,1.31302521
20/02/2007,1.315443304
19/02/2007,1.314233145
16/02/2007,1.312335958
15/02/2007,1.314233145
14/02/2007,1.312508203
13/02/2007,1.301405518
12/02/2007,1.29617628
09/02/2007,1.299714063
08/02/2007,1.303780965
07/02/2007,1.301744337
06/02/2007,1.295336788
05/02/2007,1.292657704
02/02/2007,1.297521733
01/02/2007,1.302252898
31/01/2007,1.299545159
30/01/2007,1.295672454
29/01/2007,1.293661061
26/01/2007,1.290655653
25/01/2007,1.297690112
24/01/2007,1.296344309
23/01/2007,1.303271211
22/01/2007,1.295840352
19/01/2007,1.294498382
18/01/2007,1.29516902
17/01/2007,1.295001295
16/01/2007,1.293159188
15/01/2007,1.293661061
12/01/2007,1.293326436
11/01/2007,1.288992008
10/01/2007,1.294665976
09/01/2007,1.300221038
08/01/2007,1.300897619
05/01/2007,1.299038711
04/01/2007,1.309071868
03/01/2007,1.319435282
02/01/2007,1.327668614
29/12/2006,1.318565401
28/12/2006,1.314578678
27/12/2006,1.312680494
22/12/2006,1.315616366
21/12/2006,1.316482359
20/12/2006,1.318565401
19/12/2006,1.316829076
18/12/2006,1.30667712
15/12/2006,1.309071868
14/12/2006,1.317175975
13/12/2006,1.32222663
12/12/2006,1.323977228
11/12/2006,1.321527686
08/12/2006,1.331557923
07/12/2006,1.329787234
06/12/2006,1.331735251
05/12/2006,1.330849082
04/12/2006,1.332445037
01/12/2006,1.333511135
30/11/2006,1.325556734
29/11/2006,1.315270288
28/11/2006,1.315097317
27/11/2006,1.312335958
24/11/2006,1.309243257
23/11/2006,1.29516902
22/11/2006,1.293493727
21/11/2006,1.282709082
20/11/2006,1.281722635
17/11/2006,1.282873637
16/11/2006,1.280737705
15/11/2006,1.280737705
14/11/2006,1.280901755
13/11/2006,1.281394157
10/11/2006,1.28584287
09/11/2006,1.279426817
08/11/2006,1.275672917
07/11/2006,1.280081925
06/11/2006,1.271294177
03/11/2006,1.270486596
02/11/2006,1.276813075
01/11/2006,1.277465508
31/10/2006,1.276324186
30/10/2006,1.271779219
27/10/2006,1.272264631
26/10/2006,1.266945395
25/10/2006,1.258811682
24/10/2006,1.254547736
23/10/2006,1.255177608
20/10/2006,1.260239445
19/10/2006,1.259763165
18/10/2006,1.251407834
17/10/2006,1.253918495
16/10/2006,1.251564456
13/10/2006,1.249375312
12/10/2006,1.253761284
11/10/2006,1.254862593
10/10/2006,1.253918495
09/10/2006,1.260239445
06/10/2006,1.258653241
05/10/2006,1.268874508
04/10/2006,1.268874508
03/10/2006,1.274047649
02/10/2006,1.274372372
29/09/2006,1.266624446
28/09/2006,1.268874508
27/09/2006,1.270971022
26/09/2006,1.267427123
25/09/2006,1.274047649
22/09/2006,1.280245807
21/09/2006,1.272102786
20/09/2006,1.270325203
19/09/2006,1.270325203
18/09/2006,1.268552582
15/09/2006,1.265022138
14/09/2006,1.275022313
13/09/2006,1.267748479
12/09/2006,1.268874508
11/09/2006,1.269196599
08/09/2006,1.266945395
07/09/2006,1.273236567
06/09/2006,1.278772379
05/09/2006,1.280737705
04/09/2006,1.286339079
01/09/2006,1.280409731
31/08/2006,1.279918085
30/08/2006,1.283367556
29/08/2006,1.275835672
25/08/2006,1.274697259
24/08/2006,1.279426817
23/08/2006,1.279426817
22/08/2006,1.281394157
21/08/2006,1.291822762
18/08/2006,1.282051282
17/08/2006,1.286173633
16/08/2006,1.285347044
15/08/2006,1.278772379
14/08/2006,1.274372372
11/08/2006,1.27665007
10/08/2006,1.277465508
09/08/2006,1.288327751
08/08/2006,1.283861856
07/08/2006,1.28600823
04/08/2006,1.28915818
03/08/2006,1.279263144
02/08/2006,1.281065847
01/08/2006,1.274372372
31/07/2006,1.276161307
28/07/2006,1.276487107
27/07/2006,1.273398701
26/07/2006,1.261670452
25/07/2006,1.262626263
24/07/2006,1.26246686
21/07/2006,1.268552582
20/07/2006,1.26486213
19/07/2006,1.256597135
18/07/2006,1.249063203
17/07/2006,1.251877817
14/07/2006,1.263423879
13/07/2006,1.269357705
12/07/2006,1.268874508
11/07/2006,1.275022313
10/07/2006,1.27388535
07/07/2006,1.282215669
06/07/2006,1.275184902
05/07/2006,1.271779219
04/07/2006,1.279918085
03/07/2006,1.280245807
30/06/2006,1.278772379
29/06/2006,1.253761284
28/06/2006,1.252975818
27/06/2006,1.259604484
26/06/2006,1.255177608
23/06/2006,1.251721117
22/06/2006,1.257229067
21/06/2006,1.264222503
20/06/2006,1.257229067
19/06/2006,1.255335174
16/06/2006,1.264062698
15/06/2006,1.262148176
14/06/2006,1.261829653
13/06/2006,1.256123603
12/06/2006,1.258336479
09/06/2006,1.264542236
08/06/2006,1.263743207
07/06/2006,1.277628721
06/06/2006,1.281065847
05/06/2006,1.294163323
02/06/2006,1.293159188
01/06/2006,1.281722635
31/05/2006,1.284191601
30/05/2006,1.28882588
26/05/2006,1.272102786
25/05/2006,1.277955272
24/05/2006,1.276324186
23/05/2006,1.2848516
22/05/2006,1.281558375
19/05/2006,1.27064803
18/05/2006,1.281229981
17/05/2006,1.278772379
16/05/2006,1.2848516
15/05/2006,1.283202874
12/05/2006,1.288161793
11/05/2006,1.282051282
10/05/2006,1.279754287
09/05/2006,1.276161307
08/05/2006,1.271779219
05/05/2006,1.274047649
04/05/2006,1.269035533
03/05/2006,1.260875047
02/05/2006,1.264062698
28/04/2006,1.259604484
27/04/2006,1.254075746
26/04/2006,1.244245365
25/04/2006,1.240540876
24/04/2006,1.236705417
21/04/2006,1.233654083
20/04/2006,1.23061777
19/04/2006,1.233349778
18/04/2006,1.228350326
13/04/2006,1.20875136
12/04/2006,1.210946961
11/04/2006,1.212709192
10/04/2006,1.210507203
07/04/2006,1.211387038
06/04/2006,1.222942399
05/04/2006,1.226993865
04/04/2006,1.22624157
03/04/2006,1.211533802
31/03/2006,1.210214208
30/03/2006,1.214329083
29/03/2006,1.200048002
28/03/2006,1.20875136
27/03/2006,1.202935162
24/03/2006,1.201345507
23/03/2006,1.198465964
22/03/2006,1.20875136
21/03/2006,1.209189843
20/03/2006,1.21743365
17/03/2006,1.217137293
16/03/2006,1.215509906
15/03/2006,1.203369434
14/03/2006,1.201778632
13/03/2006,1.192605844
10/03/2006,1.18807176
09/03/2006,1.192179304
08/03/2006,1.192037192
07/03/2006,1.188495365
06/03/2006,1.200912694
03/03/2006,1.20105693
02/03/2006,1.198322349
01/03/2006,1.193175039
28/02/2006,1.192179304
27/02/2006,1.185677022
24/02/2006,1.186802753
23/02/2006,1.192037192
22/02/2006,1.187930625
21/02/2006,1.190051172
20/02/2006,1.19474313
17/02/2006,1.192037192
16/02/2006,1.188495365
15/02/2006,1.190051172
14/02/2006,1.187225454
13/02/2006,1.190617931
10/02/2006,1.191327138
09/02/2006,1.195171507
08/02/2006,1.195028681
07/02/2006,1.195457262
06/02/2006,1.198035222
03/02/2006,1.200192031
02/02/2006,1.20860527
01/02/2006,1.210067764
31/01/2006,1.214181642
30/01/2006,1.208313195
27/01/2006,1.21344497
26/01/2006,1.22488976
25/01/2006,1.22624157
24/01/2006,1.227596366
23/01/2006,1.228350326
20/01/2006,1.209628644
19/01/2006,1.211533802
18/01/2006,1.210067764
17/01/2006,1.206709304
16/01/2006,1.211974306
13/01/2006,1.207729469
12/01/2006,1.203659124
11/01/2006,1.209774982
10/01/2006,1.206854936
09/01/2006,1.207437817
06/01/2006,1.214771623
05/01/2006,1.209189843
04/01/2006,1.20875136
03/01/2006,1.197891711
30/12/2005,1.179662616
29/12/2005,1.184272856
28/12/2005,1.191753069
23/12/2005,1.18694362
22/12/2005,1.186380354
21/12/2005,1.181334908
20/12/2005,1.188919272
19/12/2005,1.199328376
16/12/2005,1.200336094
15/12/2005,1.195028681
14/12/2005,1.202935162
13/12/2005,1.193317422
12/12/2005,1.195457262
09/12/2005,1.183431953
08/12/2005,1.182592242
07/12/2005,1.172332943
06/12/2005,1.177717583
05/12/2005,1.175917215
02/12/2005,1.169180405
01/12/2005,1.171234481
30/11/2005,1.178550383
29/11/2005,1.176193837
28/11/2005,1.179384361
25/11/2005,1.173295788
24/11/2005,1.178828245
23/11/2005,1.179106237
22/11/2005,1.171508903
21/11/2005,1.173846696
18/11/2005,1.170686022
17/11/2005,1.172745397
16/11/2005,1.166180758
15/11/2005,1.167269756
14/11/2005,1.170138076
11/11/2005,1.170548987
10/11/2005,1.174674028
09/11/2005,1.173433466
08/11/2005,1.17605551
07/11/2005,1.179245283
04/11/2005,1.181334908
03/11/2005,1.200480192
02/11/2005,1.206418145
01/11/2005,1.199184555
31/10/2005,1.197891711
28/10/2005,1.209774982
27/10/2005,1.214624074
26/10/2005,1.207729469
25/10/2005,1.210067764
24/10/2005,1.198322349
21/10/2005,1.201489847
20/10/2005,1.198035222
19/10/2005,1.198322349
18/10/2005,1.192890373
17/10/2005,1.202935162
14/10/2005,1.206854936
13/10/2005,1.19345984
12/10/2005,1.202935162
11/10/2005,1.199328376
10/10/2005,1.204529029
07/10/2005,1.211533802
06/10/2005,1.213297743
05/10/2005,1.195457262
04/10/2005,1.193744777
03/10/2005,1.191043354
30/09/2005,1.205690861
29/09/2005,1.201201201
28/09/2005,1.200912694
27/09/2005,1.200480192
26/09/2005,1.203369434
23/09/2005,1.207000604
22/09/2005,1.214476561
21/09/2005,1.222643355
20/09/2005,1.217137293
19/09/2005,1.214771623
16/09/2005,1.221747098
15/09/2005,1.221747098
14/09/2005,1.230769231
13/09/2005,1.227897839
12/09/2005,1.228652169
09/09/2005,1.242853592
08/09/2005,1.241310824
07/09/2005,1.244709983
06/09/2005,1.248127808
05/09/2005,1.251564456
02/09/2005,1.254705144
01/09/2005,1.246727341
31/08/2005,1.229861026
30/08/2005,1.219066195
26/08/2005,1.233197682
25/08/2005,1.22895416
24/08/2005,1.225340032
23/08/2005,1.220405175
22/08/2005,1.223091977
19/08/2005,1.214329083
18/08/2005,1.21743365
17/08/2005,1.230466347
16/08/2005,1.233045623
15/08/2005,1.236552492
12/08/2005,1.24331717
11/08/2005,1.24409057
10/08/2005,1.238390093
09/08/2005,1.234567901
08/08/2005,1.236552492
05/08/2005,1.233806292
04/08/2005,1.23685838
03/08/2005,1.231678778
02/08/2005,1.220852155
01/08/2005,1.220852155
29/07/2005,1.215066829
28/07/2005,1.208459215
27/07/2005,1.203804021
26/07/2005,1.202356619
25/07/2005,1.206418145
22/07/2005,1.211533802
21/07/2005,1.212121212
20/07/2005,1.201345507
19/07/2005,1.199328376
18/07/2005,1.205836247
15/07/2005,1.204093919
14/07/2005,1.210360687
13/07/2005,1.209189843
12/07/2005,1.219958521
11/07/2005,1.207000604
08/07/2005,1.193317422
07/07/2005,1.195171507
06/07/2005,1.192748092
